KEY,en,notes,sp,fr,de,it,pt-br
FURNITURE_NAME_OBJECT_FORTUNETELLER,Гадалка,,Máquina de adivinación,Voyante,Wahrsager,Chiromante,Vidente
FURNITURE_DESC_OBJECT_FORTUNETELLER,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_CRANEGAME,Игра Журавль,,Máquina de gancho,Machine à pince,Greifautomat,Gioco dell'artiglio,Jogo do guindaste
FURNITURE_DESC_OBJECT_ELECTRONICS_CRANEGAME,,,,,,,
FURNITURE_NAME_OBJECT_OUTHOUSE,Пристройка,,Retrete exterior,Remise,Plumpsklo,Latrina,Casinha
FURNITURE_DESC_OBJECT_OUTHOUSE,,,,,,,
FURNITURE_NAME_OBJECT_POTOPOTTY,Горшок О'Горшок,,Váter portátil,Sanitaire mobile,Toilettenkabine,Vasino,Banheirinho
FURNITURE_DESC_OBJECT_POTOPOTTY,,,,,,,
FURNITURE_NAME_OBJECT_ICECHEST,Ледяной сундук,,Nevera portátil,Glacière,Eistruhe,Ghiacciaia,Baú de gelo
FURNITURE_DESC_OBJECT_ICECHEST,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_OCTOCAT,Октокот Аквариум,,Pecera con octogato,Aquarium de chapoulpe,Aquarium (Oktokatze),Acquario di poligatto,Aquário de polvogatos
FURNITURE_DESC_OBJECT_FISHTANK_OCTOCAT,,,,,,,
FURNITURE_NAME_OBJECT_TAXIDERMY_BEAR,Таксидермический медведь,,Oso disecado,Ours empaillé,Ausgestopfter Bär,Orso impagliato,Urso empalhado
FURNITURE_DESC_OBJECT_TAXIDERMY_BEAR,,,,,,,
FURNITURE_NAME_OBJECT_BATH1,Античная ванна,,Bañera antigua,Baignoire antique,Antike Badewanne,Vasca antica,Banheira antiga
FURNITURE_DESC_OBJECT_BATH1,,,,,,,
FURNITURE_NAME_OBJECT_BATH2,Ретро-ванна,,Bañera retro,Baignoire rétro,Retrobadewanne,Vasca rétro,Banheira retrô
FURNITURE_DESC_OBJECT_BATH2,,,,,,,
FURNITURE_NAME_OBJECT_SHOWER,Душ,,Ducha,Douche,Dusche,Doccia,Chuveiro
FURNITURE_DESC_OBJECT_SHOWER,,,,,,,
FURNITURE_NAME_OBJECT_BBQ,барбекю,,Barbacoa,BBQ,Grill,Barbecue,Churrasqueira
FURNITURE_DESC_OBJECT_BBQ,,,,,,,
FURNITURE_NAME_OBJECT_OLDSTOVE,Антикварная печь,,Hornillo antiguo,Cuisinière antique,Antiker Ofen,Stufa antica,Fogão antigo
FURNITURE_DESC_OBJECT_OLDSTOVE,,,,,,,
FURNITURE_NAME_OBJECT_EASEL,Мольберт,,Caballete,Chevalet,Staffelei,Cavalletto,Cavalete
FURNITURE_DESC_OBJECT_EASEL,,,,,,,
FURNITURE_NAME_OBJECT_BIRDCAGE,Птичья клетка,,Jaula,Cage à oiseaux,Vogelkäfig,Gabbia per uccelli,Gaiola de pássaros
FURNITURE_DESC_OBJECT_BIRDCAGE,,,,,,,
FURNITURE_NAME_OBJECT_DOLLHOUSE,Кукольный домик,,Casita de muñecas,Maison de poupée,Puppenhaus,Casa delle bambole,Casa de bonecas
FURNITURE_DESC_OBJECT_DOLLHOUSE,,,,,,,
FURNITURE_NAME_OBJECT_SAFE,Сейф,,Caja fuerte,Coffre-fort,Safe,Cassaforte,Cofre
FURNITURE_DESC_OBJECT_SAFE,,,,,,,
FURNITURE_NAME_OBJECT_BED,Матрас,,Colchón,Matelas,Matratze,Materasso,Colchão
FURNITURE_DESC_OBJECT_BED,,,,,,,
FURNITURE_NAME_OBJECT_WATERTOWER,Кулер для воды,,Dispensador de agua,Fontaine à eau,Wasserkühler,Distributore d'acqua,Bebedouro
FURNITURE_DESC_OBJECT_WATERTOWER,,,,,,,
FURNITURE_NAME_OBJECT_VISIBLEMAN,Видимый человек,,Torso anatómico,Torse d'homme,Anatomiemodell,Uomo visibile,Modelo anatômico
FURNITURE_DESC_OBJECT_VISIBLEMAN,,,,,,,
FURNITURE_NAME_OBJECT_STATUE_STONEHEAD,Ольмекская голова,,Cabeza olmeca,Tête olmèque,Olmec-Kopf,Testa olmeca,Cabeça de Olmec
FURNITURE_DESC_OBJECT_STATUE_STONEHEAD,,,,,,,
FURNITURE_NAME_OBJECT_CLOCK,Дедушкины часы,,Reloj de pie,Horloge de parquet,Großvateruhr,Orologio a pendolo,Relógio antigo
FURNITURE_DESC_OBJECT_CLOCK,,,,,,,
FURNITURE_NAME_OBJECT_IV,IV,,IV,Intraveineuse,Infusionsständer,Flebo,Soro fisiológico
FURNITURE_DESC_OBJECT_IV,,,,,,,
FURNITURE_NAME_OBJECT_FIREPLACE,Камин,,Chimenea,Cheminée,Kamin,Camino,Lareira
FURNITURE_DESC_OBJECT_FIREPLACE,,,,,,,
FURNITURE_NAME_OBJECT_DRYER,Сушилка,,Secadora,Sèche-linge,Trockner,Asciugatrice,Secadora
FURNITURE_DESC_OBJECT_DRYER,,,,,,,
FURNITURE_NAME_OBJECT_WASHER,Шайба,,Lavadora,Machine à laver,Waschmaschine,Lavatrice,Lava-roupas
FURNITURE_DESC_OBJECT_WASHER,,,,,,,
FURNITURE_NAME_OBJECT_FILINGCABINET,Картотека,,Archivador,Classeur à tiroirs,Aktenschrank,Schedario,Arquivo
FURNITURE_DESC_OBJECT_FILINGCABINET,,,,,,,
FURNITURE_NAME_OBJECT_CATTREE1,Кошачье дерево А,,Árbol rascador A,Arbre à chat&nbsp;A,Katzenbaum A,Tiragraffi A,Árvore de gatos A
FURNITURE_DESC_OBJECT_CATTREE1,,,,,,,
FURNITURE_NAME_OBJECT_CATTREE2,Кошачье дерево Б,,Árbol rascador B,Arbre à chat&nbsp;B,Katzenbaum B,Tiragraffi B,Árvore de gatos B
FURNITURE_DESC_OBJECT_CATTREE2,,,,,,,
FURNITURE_NAME_OBJECT_CATTREE3,Кошачье дерево C,,Árbol rascador C,Arbre à chat&nbsp;C,Katzenbaum C,Tiragraffi C,Árvore de gatos C
FURNITURE_DESC_OBJECT_CATTREE3,,,,,,,
FURNITURE_NAME_OBJECT_PUNCHY,Бокс Билл,,Muñeco de boxeo,Torse de boxe,Boxfigur,Boxing Bill,Bob
FURNITURE_DESC_OBJECT_PUNCHY,,,,,,,
FURNITURE_NAME_OBJECT_SINK,Раковина,,Lavabo,Évier,Waschbecken,Lavandino,Pia
FURNITURE_DESC_OBJECT_SINK,,,,,,,
FURNITURE_NAME_OBJECT_TOOLCHEST,Ящик для инструментов,,Carrito de herramientas,Coffre à outils,Werkzeugkiste,Cassetta degli attrezzi,Caixa de ferramentas
FURNITURE_DESC_OBJECT_TOOLCHEST,,,,,,,
FURNITURE_NAME_OBJECT_IRONINGBOARD,Гладильная доска,,Tabla de planchar,Plancher à repasser,Bügelbrett,Asse da stiro,Tábua de passar
FURNITURE_DESC_OBJECT_IRONINGBOARD,,,,,,,
FURNITURE_NAME_OBJECT_BROOM,Метла,,Escoba,Balai,Besen,Scopa,Vassoura
FURNITURE_DESC_OBJECT_BROOM,,,,,,,
FURNITURE_NAME_OBJECT_VACUUM,Вакуум,,Aspiradora,Aspirateur,Staubsauger,Aspirapolvere,Aspirador
FURNITURE_DESC_OBJECT_VACUUM,,,,,,,
FURNITURE_NAME_OBJECT_GNOME,Гном,,Gnomo,Nain de jardin,Gartenzwerg,Gnomo,Gnomo
FURNITURE_DESC_OBJECT_GNOME,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_BLUEBOY,Синий мальчик в рамке,,«El joven azul»,Tableau «&nbsp;L'Enfant bleu&nbsp;»,Knabe in Blau,Quadro incorniciato: Il Ragazzo in Azzurro,Quadro Menino Azul
FURNITURE_DESC_WALLMOUNTED_PICTURE_BLUEBOY,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_FRIDA,Фрида в рамке,,Cuadro de Frida,Tableau «&nbsp;Frida&nbsp;»,Frida,Quadro incorniciato: Frida,Quadro Frida
FURNITURE_DESC_WALLMOUNTED_PICTURE_FRIDA,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_GOD,Создание Адама в рамке,,«La creación de Adán»,Tableau «&nbsp;La Création d'Adam&nbsp;»,Die Erschaffung Adams,Quadro incorniciato: Creazione di Adamo,Quadro Criação de Adão
FURNITURE_DESC_WALLMOUNTED_PICTURE_GOD,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_LISA,Мона Лиза в рамке,,«Mona Lisa»,Tableau «&nbsp;Mona Lisa&nbsp;»,Mona Lisa,Quadro incorniciato: Gioconda,Quadro Monalisa
FURNITURE_DESC_WALLMOUNTED_PICTURE_LISA,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_SCREAM,Подставил крик,,«El grito»,Tableau «&nbsp;Le Cri&nbsp;»,Der Schrei,Quadro incorniciato: L'Urlo,Quadro O Grito
FURNITURE_DESC_WALLMOUNTED_PICTURE_SCREAM,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_NIGHT,Звездная ночь в рамке,,«La noche estrellada»,Tableau «&nbsp;La Nuit étoilée&nbsp;»,Sternennacht,Quadro incorniciato: Notte Stellata,Quadro Noite Estrelada
FURNITURE_DESC_WALLMOUNTED_PICTURE_NIGHT,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_GOTHIC,Американская готика в рамке,,«Gótico estadounidense»,Tableau «&nbsp;American Gothic&nbsp;»,American Gothic,Quadro incorniciato: American Gothic,Quadro American Gothic
FURNITURE_DESC_WALLMOUNTED_PICTURE_GOTHIC,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PICASSO,Пикассо в рамке,,Cuadro de Picasso,Tableau de Picasso,Picasso,Quadro incorniciato: Picasso,Quadro Picasso
FURNITURE_DESC_WALLMOUNTED_PICTURE_PICASSO,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_KEITH,Подставил Кита Харинга,,Cuadro de Keith Haring,Tableau de Keith Haring,Keith Haring,Quadro incorniciato: Keith Haring,Quadro Keith Haring
FURNITURE_DESC_WALLMOUNTED_PICTURE_KEITH,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PEARL,Подставил Жемчужину,,«La joven de la perla»,Tableau «&nbsp;La Perle&nbsp;»,Das Mädchen mit dem Perlenohrring,Quadro incorniciato: La Ragazza col Turbante,Quadro Moça com o Brinco de Pérola
FURNITURE_DESC_WALLMOUNTED_PICTURE_PEARL,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_ROSIE,Рози Постер,,Póster de «Rosie»,Affiche de Rosie,Rosie-Poster,Poster - Rosie,Pôster Rosie
FURNITURE_DESC_WALLMOUNTED_PICTURE_ROSIE,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_UFO,Плакат НЛО,,Póster de «Ovni»,Affiche d'OVNI,UFO-Poster,Poster - UFO,Pôster Ufo
FURNITURE_DESC_WALLMOUNTED_PICTURE_UFO,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_CHE,Плакат Че Пурвары,,Póster de «Miau Guevara»,Affiche de Cha Guevara,Che-Guemiaura-Poster,Poster - Che Purvara,Pôster Che Miauguevara
FURNITURE_DESC_WALLMOUNTED_PICTURE_CHE,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_OBEY,Плакат Мяуби,,Póster de «Obediencia minina»,Affiche de Meowbey,Meowbey-Poster,Poster - Miaobey,Pôster Meowbey
FURNITURE_DESC_WALLMOUNTED_PICTURE_OBEY,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_HANG,Плакат «Держись там»,,Póster de «Colgados de la gata»,Affiche Chat perché,Hang in There Poster,Poster - Tieni Duro,Pôster Aguenta firme
FURNITURE_DESC_WALLMOUNTED_PICTURE_HANG,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_JAWS,Плакат с лапами,,Póster de «Bufidón»,Affiche «&nbsp;Les Crocs de la terre&nbsp;»,Der Weiße Kater Poster,Poster - Il Pescegatto,Pôster Gatubarão
FURNITURE_DESC_WALLMOUNTED_PICTURE_JAWS,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_SCARFACE,Плакат с кошачьим лицом,,Póster de «Caragatuna»,Affiche «&nbsp;Catface&nbsp;»,Catface-Poster,Poster - Catface,Pôster Catface
FURNITURE_DESC_WALLMOUNTED_PICTURE_SCARFACE,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_LAMBS,Плакат «Молчание мышей»,,Póster de «El silencio de los ratones»,Affiche «&nbsp;Le Silence des souris&nbsp;»,Das Schweigen der Mäuse Poster,Poster - Il Silenzio delle Pantegane,Pôster Silêncio dos camundongos
FURNITURE_DESC_WALLMOUNTED_PICTURE_LAMBS,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_ORANGE,Оранжевый постер Catwork,,Póster de «La naranja michina»,Affiche «&nbsp;Orange méchanique&nbsp;»,Uhrwerk Miaurange Poster,Poster - Miaoarancia Meccanica,Pôster Laranja miaucânica
FURNITURE_DESC_WALLMOUNTED_PICTURE_ORANGE,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_ERASER,Плакат «Литтерхед»,,Póster de «Cabeza basurera»,Affiche «&nbsp;Litterhead&nbsp;»,Litterhead-Poster,Poster - Testa di Lettiera,Pôster Litterhead
FURNITURE_DESC_WALLMOUNTED_PICTURE_ERASER,,,,,,,
FURNITURE_NAME_WALLMOUNTED_SEWN_CLOCK,Сшитые часы,,Reloj remendado,Horloge cousue,Stoffuhr,Orologio rammendato,Relógio costurado
FURNITURE_DESC_WALLMOUNTED_SEWN_CLOCK,,,,,,,
FURNITURE_NAME_WALLMOUNTED_CLOCK,Кошачьи часы,,Reloj gatuno,Horloge chat,Katzenuhr,Orologio di gatto,Relógio de gato
FURNITURE_DESC_WALLMOUNTED_CLOCK,,,,,,,
FURNITURE_NAME_WALLMOUNTED_WOODEN_CLOCK,Деревянные часы,,Reloj de madera,Horloge en bois,Holzuhr,Orologio di legno,Relógio de madeira
FURNITURE_DESC_WALLMOUNTED_WOODEN_CLOCK,,,,,,,
FURNITURE_NAME_WALLMOUNTED_ATOMIC_CLOCK,Атомные часы,,Reloj atómico,Horloge atomique,Radioaktive Uhr,Orologio atomico,Relógio atômico
FURNITURE_DESC_WALLMOUNTED_ATOMIC_CLOCK,,,,,,,
FURNITURE_NAME_WALLMOUNTED_GHOST1,Блинки,,Pestañita,Blinky,Blinky,Lampeggino,Blinky
FURNITURE_DESC_WALLMOUNTED_GHOST1,,,,,,,
FURNITURE_NAME_WALLMOUNTED_GHOST2,Пинки,,Rosita,Pinky,Pinky,Mignoletto,Pinky
FURNITURE_DESC_WALLMOUNTED_GHOST2,,,,,,,
FURNITURE_NAME_WALLMOUNTED_GHOST3,Клайд,,Clyde,Clyde,Clyde,Clyde,Clyde
FURNITURE_DESC_WALLMOUNTED_GHOST3,,,,,,,
FURNITURE_NAME_WALLMOUNTED_MASK_BUNNY,Маска кролика,,Máscara de conejito,Masque de lapin,Hasenmaske,Maschera da coniglio,Máscara de coelho
FURNITURE_DESC_WALLMOUNTED_MASK_BUNNY,,,,,,,
FURNITURE_NAME_WALLMOUNTED_MASK_TONETTA,Маска Тонетта,,Máscara de Tonetta,Masque de Tonetta,Tonettamaske,Maschera di Tonetta,Máscara Tonetta
FURNITURE_DESC_WALLMOUNTED_MASK_TONETTA,,,,,,,
FURNITURE_NAME_WALLMOUNTED_MASK_HOCKY,Хоккейная маска,,Máscara de hockey,Masque de hockey,Hockeymaske,Maschera da hockey,Máscara de hóquei
FURNITURE_DESC_WALLMOUNTED_MASK_HOCKY,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_SAILBOAT,Парусник в рамке,,Cuadro de un velero,Tableau de voilier,Segelboot,Barca a vela incorniciata,Quadro Barco à Vela
FURNITURE_DESC_WALLMOUNTED_PICTURE_SAILBOAT,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_MAGAZINE,Разворот,,Despegable,Pin-up,Magazin,Pagina centrale,Pôster de revista
FURNITURE_DESC_WALLMOUNTED_PICTURE_MAGAZINE,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_POEM,Поэма,,Poema,Poème,Gedicht,Poesia,Poema
FURNITURE_DESC_WALLMOUNTED_PICTURE_POEM,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PHOTO,Фото А,,Foto A,Photo&nbsp;A,Foto A,Foto A,Foto A
FURNITURE_DESC_WALLMOUNTED_PICTURE_PHOTO,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PHOTO2,Фото Б,,Foto B,Photo&nbsp;B,Foto B,Foto B,Foto B
FURNITURE_DESC_WALLMOUNTED_PICTURE_PHOTO2,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PHOTO3,Фотографии,,Fotos,Photos,Fotos,Foto,Fotos
FURNITURE_DESC_WALLMOUNTED_PICTURE_PHOTO3,,,,,,,
FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS1,Деревянные доски А,,Tablones de madera A,Panneaux en bois&nbsp;A,Holzbretter A,Assi di legno A,Placas de madeira A
FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS1,,,,,,,
FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS2,Деревянные доски Б,,Tablones de madera B,Panneaux en bois&nbsp;B,Holzbretter B,Assi di legno B,Placas de madeira B
FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS2,,,,,,,
FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS3,Деревянные доски C,,Tablones de madera C,Panneaux en bois&nbsp;C,Holzbretter C,Assi di legno C,Placas de madeira C
FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS3,,,,,,,
FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS4,Деревянные доски D,,Tablones de madera D,Panneaux en bois&nbsp;D,Holzbretter D,Assi di legno D,Placas de madeira D
FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS4,,,,,,,
FURNITURE_NAME_WALLMOUNTED_SWITCH,Выключатель света,,Interruptor,Interrupteur,Lichtschalter,Interruttore della luce,Interruptor
FURNITURE_DESC_WALLMOUNTED_SWITCH,,,,,,,
FURNITURE_NAME_WALLMOUNTED_OUTLET,Выход,,Enchufe,Prise de courant,Steckdose,Presa di corrente,Tomada
FURNITURE_DESC_WALLMOUNTED_OUTLET,,,,,,,
FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE1,Металлическая пластина А,,Placa metálica A,Plaque en métal&nbsp;A,Metallplatte A,Piastra metallica A,Placa de metal A
FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE1,,,,,,,
FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE2,Металлическая пластина Б,,Placa metálica B,Plaque en métal&nbsp;B,Metallplatte B,Piastra metallica B,Placa de metal B
FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE2,,,,,,,
FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE3,Металлическая пластина С,,Placa metálica C,Plaque en métal&nbsp;C,Metallplatte C,Piastra metallica C,Placa de metal C
FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE3,,,,,,,
FURNITURE_NAME_WALLMOUNTED_FURNACE,Печь,,Horno,Chaudière,Hochofen,Fornace,Fornalha
FURNITURE_DESC_WALLMOUNTED_FURNACE,,,,,,,
FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE4,Робо-тарелка,,Placa robótica,Assiette robo,Roboplatte,Robo-piastra,Placa robô
FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE4,,,,,,,
FURNITURE_NAME_WALLMOUNTED_TV,Настенный телевизор,,Tele de pared,TV murale,Wandfernseher,TV a parete,TV na parede
FURNITURE_DESC_WALLMOUNTED_TV,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BALLOON,Воздушный шар А,,Globo A,Ballon&nbsp;A,Ballon A,Palloncino A,Balão A
FURNITURE_DESC_WALLMOUNTED_BALLOON,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BALLOON2,Воздушный шар Б,,Globo B,Ballon&nbsp;B,Ballon B,Palloncino B,Balão B
FURNITURE_DESC_WALLMOUNTED_BALLOON2,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BALLOON3,Воздушный шар С,,Globo C,Ballon&nbsp;C,Ballon C,Palloncino C,Balão C
FURNITURE_DESC_WALLMOUNTED_BALLOON3,,,,,,,
FURNITURE_NAME_WALLMOUNTED_SEWER_PIPES1,Канализационные трубы А,,Cañerías A,Tuyaux d'égout&nbsp;A,Abwasserrohre A,Tubi di fogna A,Canos de esgoto A
FURNITURE_DESC_WALLMOUNTED_SEWER_PIPES1,,,,,,,
FURNITURE_NAME_WALLMOUNTED_SEWER_PIPES2,Канализационные трубы Б,,Cañerías B,Tuyaux d'égout&nbsp;B,Abwasserrohre B,Tubi di fogna B,Canos de esgoto B
FURNITURE_DESC_WALLMOUNTED_SEWER_PIPES2,,,,,,,
FURNITURE_NAME_WALLMOUNTED_SEWER_PIPES3,Канализационные трубы С,,Cañerías C,Tuyaux d'égout&nbsp;C,Abwasserrohre C,Tubi di fogna C,Canos de esgoto C
FURNITURE_DESC_WALLMOUNTED_SEWER_PIPES3,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BALLOON4,Сердце Воздушный Шар,,Globo acorazonado,Ballon cœur,Herzballon,Palloncino a cuore,Balão de coração
FURNITURE_DESC_WALLMOUNTED_BALLOON4,,,,,,,
FURNITURE_NAME_WALLMOUNTED_MIRROR,Зеркало,,Espejo,Miroir,Spiegel,Specchio,Espelho
FURNITURE_DESC_WALLMOUNTED_MIRROR,,,,,,,
FURNITURE_NAME_WALLMOUNTED_JUNK_PAPER1,Газеты А,,Periódicos A,Journeaux&nbsp;A,Zeitung A,Giornali A,Jornais A
FURNITURE_DESC_WALLMOUNTED_JUNK_PAPER1,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_DRAWING,Рисование,,Dibujo,Dessin,Zeichnung,Disegno,Desenho
FURNITURE_DESC_WALLMOUNTED_PICTURE_DRAWING,,,,,,,
FURNITURE_NAME_WALLMOUNTED_COWSKULL,Настенный череп коровы,,Cráneo de vaca colgado,Crâne de vache mural,Rinderschädel,Teschio di mucca a parete,Crânio de vaca na parede
FURNITURE_DESC_WALLMOUNTED_COWSKULL,,,,,,,
FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_DEERHEAD,Таксидермия Олень,,Ciervo disecado,Cerf empaillé,Ausgestopfter Hirsch,Cervo impagliato,Cervo empalhado
FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_DEERHEAD,,,,,,,
FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_GUPPY,Таксидермия гуппи,,Guppy disecado,Guppy empaillé,Ausgestopfter Guppy,Pesce milione impagliato,Guppy empalhado
FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_GUPPY,,,,,,,
FURNITURE_NAME_WALLMOUNTED_JOLLYROGER,Веселый Роджер,,Bandera pirata,Pavillon pirate,Totenkopf,Jolly Roger,Bandeira de pirata
FURNITURE_DESC_WALLMOUNTED_JOLLYROGER,,,,,,,
FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_BUGS,Таксидермические ошибки,,Bichos disecados,Insectes empaillés,Ausgestopfte Käfer,Insetti impagliati,Insetos empalhados
FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_BUGS,,,,,,,
FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_FISH,Таксидермический окунь,,Lubina disecada,Bar empaillé,Ausgestopfter Barsch,Branzino impagliato,Bagre empalhado
FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_FISH,,,,,,,
FURNITURE_NAME_WALLMOUNTED_MASK_INFAMY,Печально известная маска,,Máscara infame,Masque d'Infamie,Berüchtigte Maske,"Maschera ""Infamous""",Máscara infame
FURNITURE_DESC_WALLMOUNTED_MASK_INFAMY,,,,,,,
FURNITURE_NAME_WALLMOUNTED_SAFE,Настенный сейф,,Caja fuerte de pared,Coffre-fort mural,Wandsafe,Cassaforte a parete,Cofre de parede
FURNITURE_DESC_WALLMOUNTED_SAFE,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BRICKS1,Кирпичи А,,Ladrillos A,Briques&nbsp;A,Ziegel A,Mattoni A,Tijolos A
FURNITURE_DESC_WALLMOUNTED_BRICKS1,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BRICKS2,Кирпичи Б,,Ladrillos B,Briques&nbsp;B,Ziegel B,Mattoni B,Tijolos B
FURNITURE_DESC_WALLMOUNTED_BRICKS2,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BRICKS3,Кирпичи С,,Ladrillos C,Briques&nbsp;C,Ziegel C,Mattoni C,Tijolos C
FURNITURE_DESC_WALLMOUNTED_BRICKS3,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BRICKS4,Кирпичи Д,,Ladrillos D,Briques&nbsp;D,Ziegel D,Mattoni D,Tijolos D
FURNITURE_DESC_WALLMOUNTED_BRICKS4,,,,,,,
FURNITURE_NAME_WALLMOUNTED_JUNK_PAPER2,Газеты Б,,Periódicos B,Journaux&nbsp;B,Zeitung B,Giornali B,Jornais B
FURNITURE_DESC_WALLMOUNTED_JUNK_PAPER2,,,,,,,
FURNITURE_NAME_WALLMOUNTED_CRACK,Трещина,,Grieta,Fissure&nbsp;A,Ein Riss,Una crepa,Rachadura
FURNITURE_DESC_WALLMOUNTED_CRACK,,,,,,,
FURNITURE_NAME_WALLMOUNTED_TORCH,Факел,,Antorcha,Torche,Fackel,Torcia,Tocha
FURNITURE_DESC_WALLMOUNTED_TORCH,,,,,,,
FURNITURE_NAME_WALLMOUNTED_SHRUNKINHEAD,Сморщенная голова кошки,,Cabeza de gato reducida,Tête réduite de chat,Katzenschrumpfkopf,Testa di gatto rimpicciolita,Cabeça de gato encolhida
FURNITURE_DESC_WALLMOUNTED_SHRUNKINHEAD,,,,,,,
FURNITURE_NAME_WALLMOUNTED_CLOUD,Облако,,Nube,Nuage,Wolke,Nuvola,Nuvem
FURNITURE_DESC_WALLMOUNTED_CLOUD,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BLOCK1,Блокировать,,Bloque,Bloc,Block,Blocco,Bloco
FURNITURE_DESC_WALLMOUNTED_BLOCK1,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BLOCK2,Блок вопросов,,Bloque sorpresa,Bloc interrogatif,Fragezeichenblock,Blocco punto interrogativo,Bloco de interrogação
FURNITURE_DESC_WALLMOUNTED_BLOCK2,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BLOCK3,Кирпичный блок,,Bloque de ladrillos,Bloc de brique,Ziegelblock,Blocco mattoni,Bloco de tijolos
FURNITURE_DESC_WALLMOUNTED_BLOCK3,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BALLOON5,Воздушный шар Д,,Globo D,Ballon&nbsp;D,Ballon D,Palloncino D,Balão D
FURNITURE_DESC_WALLMOUNTED_BALLOON5,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BALLOON6,Воздушный шар Е,,Globo E,Ballon&nbsp;E,Ballon E,Palloncino E,Balão E
FURNITURE_DESC_WALLMOUNTED_BALLOON6,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BALLOON7,Воздушный шар F,,Globo F,Ballon&nbsp;F,Ballon F,Palloncino F,Balão F
FURNITURE_DESC_WALLMOUNTED_BALLOON7,,,,,,,
FURNITURE_NAME_HANGING_FISH,Подвесной воздушный загрязнитель,,Apestador de techo,Viciateur d'air suspendu,Luftentfrischer,Deodorante sospeso,Apodrecedor de ar suspenso
